Food_Code,Food_Description_EN,Food_Description_FR,Alternate_Description_EN,Alternate_Description_FR,Food_Source_Code,USDA_NDB_Code,CNF_Food_Group_Code,Comment_EN,Comment_FR,ScientificName,Food_Last_Updated_Date
5417,"Pepper, sweet, red, sauteed","Poivron rouge, sauté",,,0,11921,11,,,,2012-07-11
5419,"Pickles, chowchow, with cauliflower onion mustard, sweet","Cornichons, chowchow, avec moutarde d'oignons et de chou-fleur, douce",,,0,11983,11,"Relish, chowchow, with cauliflower onion mustard, sweet, pickled","Relish, chowchow, avec chou-fleur, oignon, moutarde, sucré, mariné",,2026-01-28
5422,"Coffee, brewed, espresso, restaurant-prepared, decaffeinated","Café infusé, espresso, préparation restaurant, décaféiné",expresso,expresso,0,14202,14,,,,2026-01-28
5423,"Coffee, instant, powder, half the caffeine","Café instantané, poudre, mi-caféiné (50% de caféine)",half caf,moins de caféine,0,14203,14,,,,2026-01-28
5424,"Drink, breakfast type, orange, ready-to-drink","Boisson, type déjeuner, orange, prête-à-boire",tang,tang,1,14435,14,,,,2026-01-28
5426,"Hot chocolate, low calorie, with aspartame, mix, powder, with added calcium and phosphorus, without added sodium or vitamin A","Chocolat chaud, hypocalorique, avec aspartame, mélange sec, calcium et phosphore ajoutés, sans sodium ou vitamine A ajoutés","hot cocoa, low in calories, low energy, little energy, low source of calories, low source of energy","faible en calorie, peu calorique, peu d'énergie, peu de calories, faible valeur énergétique, pauvre en énergie, pauvre en calories",0,14538,14,Swiss Miss,Swiss Miss,,2026-01-28
5427,"Mollusks, conch, baked or broiled","Mollusques, conque, au four ou grillée",,,0,15250,15,,,,2012-06-22
5428,"Peanut butter, smooth, reduced fat","Beurre d'arachides, crémeux, teneur réduite en gras","lower fat, lower in fat, less fat, reduced fat, reduced in fat, fat reduced","faible teneur en lipides, pauvre en lipides, peu de lipides, faible teneur en matières grasses, pauvre en matières grasses, peu de matières grasses, faible teneur en gras, pauvre en gras, peu de gras, faible teneur en graisses, pauvre en graisses,  peu de graisses, beurre de pinote, beurre de peanut",0,16150,16,,,,2026-01-28
5429,"Plant-based beverage, soy beverage, chocolate, not fortified","Boisson à base de plantes, soya, chocolat, non enrichie","milk, non-dairy, dairy-free, beverage, soy milk, soymilk, soy","lait, breuvage, boisson, lait de soya, végétal, végétale",0,16166,14,,,,2026-01-28
5430,"Breakfast tart, low fat","Tartelette de petit déjeuner, faible en gras","low fat, low in fat, little fat, low source of fat, pop tart, pop-tart, pop-tarts, pop tarts, toaster pastry, toaster patries","faible teneur en lipides, pauvre en lipides, peu de lipides, faible teneur en matières grasses, pauvre en matières grasses, peu de matières grasses, faible teneur en gras, pauvre en gras, peu de gras, faible teneur en graisses, pauvre en graisses,  peu de graisses, pop tart, pop-tart, pop tarts, pop-tarts, barre déjeuner, barre à déjeuner, tartelette à déjeuner, tartelette pour grille-pain",0,18459,18,,,,2026-01-28
5431,"Cracker, cheese, sandwich, with cheese filling","Craquelin, fromage, sandwich, avec fromage",,,0,18927,18,,,,2012-07-31
5434,"Candies, bars, Kit Kat Big Kat","Bonbons, tablettes, Kit Kat Grand Kat","chocolate bar, candy","barre de chocolat, tablette de chocolat",0,19250,19,,,,2026-01-28
5435,"Candies, Reese's, Fast Break, milk chocolate peanut butter and soft nougat","Bonbons, Reese's, Fast Break, chocolat au lait, beurre d'arachide, et nougat mou",candy,bonbon,0,19252,19,Food discontinued in Canada as of Sept 2006.,Produit retiré du marché canadien depuis septembre 2006,,2026-01-28
5437,"Dessert, frozen, ice cream, chocolate, light, no sugar added","Dessert, congelé, crème glacée, chocolat, léger, sans sucre","artificially sweetened, artificial sweetener, sweetener","éducorant artificiel, substitut de sucre, substitut du sucre, édulcorant, avec édulcorant articifiel",0,19265,19,,,,2026-01-28
5438,"Candies, dark chocolate coated coffee beans","Bonbons, grain de café, enrobé de chocolat noir",candy,bonbon,0,19268,19,,,,2026-01-28
5439,"Candies, milk chocolate coated coffee beans","Bonbons, fève de café, enrobé de chocolat au lait",candy,bonbon,0,19279,19,,,,2026-01-28
5441,"Snacks, tortilla chips, low fat, baked without fat","Grignotises, croustilles, tortilla, faibles en gras, cuites au four sans gras","low fat, low in fat, little fat, low source of fat","grignotine, grignotines, grignoterie, grignoteries, snack, snacks, faible teneur en lipides, pauvre en lipides, peu de lipides, faible teneur en matières grasses, pauvre en matières grasses, peu de matières grasses, faible teneur en gras, pauvre en gras, peu de gras, faible teneur en graisses, pauvre en graisses,  peu de graisses, chips",0,19433,25,,,,2026-01-28
5442,"Snacks, corn-based, extruded, puffs or twists, cheese, baked, low fat","Grignotises, base de maïs, extrudé, bouchées, fromage, cuites au four, faible en gras","low fat, low in fat, little fat, low source of fat","grignotine, grignotines, grignoterie, grignoteries, snack, snacks, faible teneur en lipides, pauvre en lipides, peu de lipides, faible teneur en matières grasses, pauvre en matières grasses, peu de matières grasses, faible teneur en gras, pauvre en gras, peu de gras, faible teneur en graisses, pauvre en graisses,  peu de graisses, puffs, puff, soufflé",0,19434,25,,,,2026-01-28
5444,"Snacks, popcorn, sugar syrup/caramel, fat free","Grignotises, maïs soufflé, sirop de sucre/caramel, sans gras","fat free, free of fat, no fat, 0 fat, zero fat, without fat, contains no fat, non fat","grignotine, grignotines, grignoterie, grignoteries, snack, snacks, sans lipides, 0 lipides, zéro lipides, aucuns lipides , ne contient pas de lipides, sans matières grasses, 0 matières grasses, zéro matières grasses, aucunes matières grasses, ne contient pas de matières grasses, sans gras, 0 gras, zéro gras, aucun gras, ne contient pas de gras, sans graisses, 0 graisses, zéro graisses, aucunes graisses, ne contient pas de graisses, popcorn",0,19436,25,,,,2026-01-28
5449,"Snacks, tortilla chips, unsalted, low fat","Grignotises, croustilles, tortilla, non salées, faible en gras","low fat, low in fat, little fat, low source of fat, ""unsalted"", ""without added salt"", ""no salt added"", ""no added salt"", ""without added sodium"", ""no sodium added"" or ""no added sodium""","grignotine, grignotines, grignoterie, grignoteries, snack, snacks, nacho, faible teneur en lipides, pauvre en lipides,peu de lipides,faible teneur en matières grasses,pauvre en matières grasses,peu de matières grasses,faible teneur en gras,pauvre en gras,peu de gras,faible teneur en graisses,pauvre en graisses,peu de graisses,non additionné de sel, sans sel ajouté, aucune addition de sel, non salé, aucun sel ajouté, non additionné de sodium, sans sodium ajouté, aucune addition de sodium, aucun sodium ajouté",0,19833,25,,,,2026-01-28
5452,"Candies, soft fruit and nut squares","Bonbons, carrés avec fruits et noix, mou",candy,bonbon,0,19866,19,,,,2026-01-28
5453,"Dessert, frozen, ice cream, vanilla, fat free","Dessert, congelé, crème glacée, vanille, sans gras","fat free, free of fat, no fat, 0 fat, zero fat, without fat, contains no fat, non fat","sans lipides, 0 lipides, zéro lipides, aucuns lipides , ne contient pas de lipides, sans matières grasses, 0 matières grasses, zéro matières grasses, aucunes matières grasses, ne contient pas de matières grasses, sans gras, 0 gras, zéro gras, aucun gras, ne contient pas de gras, sans graisses, 0 graisses, zéro graisses, aucunes graisses, ne contient pas de graisses ",0,19867,19,,,,2026-01-28
5454,"Grains, oat flour, partially debranned","Grains céréaliers, farine d'avoine, partiellement décortiquée",,,0,20132,20,,,,2012-07-31
